Gene,Regulation,Timepoint
lnc-MYB-13,Down,12h
lnc-MYB-9,Down,12h
lnc-MYBBP1A-2,Down,12h
lnc-MYBL1-1,Down,12h
lnc-MYC-1,Down,12h
lnc-MYC-12,Down,12h
lnc-MYC-16,Down,12h
lnc-MYC-2,Down,12h
lnc-MYC-3,Down,12h
lnc-MYC-8,Down,12h
lnc-MYCL1-3,Down,12h
lnc-MYCN-9,Down,12h
lnc-MYEF2-1,Down,12h
lnc-MYEOV-1,Down,12h
lnc-MYH13-2,Down,12h
lnc-MYH3-2,Down,12h
lnc-MYL12B-3,Down,12h
lnc-MYL2-6,Down,12h
lnc-MYL4-2,Down,12h
lnc-MYL6-2,Down,12h
lnc-MYNN-8,Down,12h
lnc-MYO10-1,Down,12h
lnc-MYO10-8,Down,12h
lnc-MYO15B-3,Down,12h
lnc-MYO16-7,Down,12h
lnc-MYO16-8,Down,12h
lnc-MYO18B-3,Down,12h
lnc-MYO1A-2,Down,12h
lnc-MYO1D-1,Down,12h
lnc-MYO1D-8,Down,12h
lnc-MYO6-1,Down,12h
lnc-MYO6-10,Down,12h
lnc-MYO6-12,Down,12h
lnc-MYO6-14,Down,12h
lnc-MYO6-15,Down,12h
lnc-MYO6-6,Down,12h
lnc-MYO6-7,Down,12h
lnc-MYO6-9,Down,12h
lnc-MYOCD-2,Down,12h
lnc-MYOCD-3,Down,12h
lnc-MYOM2-12,Down,12h
lnc-MYPN-2,Down,12h
lnc-MZT2A-2,Down,12h
lnc-N4BP2-2,Down,12h
lnc-N4BP2-5,Down,12h
lnc-N6AMT1-1,Down,12h
lnc-N6AMT1-2,Down,12h
lnc-NAA35-2,Down,12h
lnc-NAA35-7,Down,12h
lnc-NAA40-1,Down,12h
lnc-NAALAD2-2,Down,12h
lnc-NAGK-2,Down,12h
lnc-NAGLU-3,Down,12h
lnc-NAIF1-4,Down,12h
lnc-NAIP-2,Down,12h
lnc-NAIP-3,Down,12h
lnc-NANOGP1-1,Down,12h
lnc-NANOS1-3,Down,12h
lnc-NAP1L3-10,Down,12h
lnc-NAP1L3-4,Down,12h
lnc-NAP1L4-1,Down,12h
lnc-NAPEPLD-2,Down,12h
lnc-NAPG-1,Down,12h
lnc-NAPRT1-3,Down,12h
lnc-NARG2-1,Down,12h
lnc-NAT1-1,Down,12h
lnc-NAT1-3,Down,12h
lnc-NAT1-6,Down,12h
lnc-NAT14-1,Down,12h
lnc-NAT2-1,Down,12h
lnc-NAV1-7,Down,12h
lnc-NBAS-10,Down,12h
lnc-NBAS-17,Down,12h
lnc-NBAS-4,Down,12h
lnc-NBAS-6,Down,12h
lnc-NBEAL1-1,Down,12h
lnc-NBEAL2-2,Down,12h
lnc-NBN-1,Down,12h
lnc-NBPF10-1,Down,12h
lnc-NBPF15-2,Down,12h
lnc-NBPF24-5,Down,12h
lnc-NBPF3-7,Down,12h
lnc-NBPF3-8,Down,12h
lnc-NBPF6-1,Down,12h
lnc-NBPF6-2,Down,12h
lnc-NBPF6-5,Down,12h
lnc-NBPF9-3,Down,12h
lnc-NBR2-1,Down,12h
lnc-NBR2-3,Down,12h
lnc-NCAM2-7,Down,12h
lnc-NCAM2-8,Down,12h
lnc-NCAPG2-4,Down,12h
lnc-NCDN-2,Down,12h
lnc-NCEH1-1,Down,12h
lnc-NCOA3-1,Down,12h
lnc-NCOA3-14,Down,12h
lnc-NCOA3-21,Down,12h
lnc-NCOA3-22,Down,12h
lnc-NCOA3-3,Down,12h
lnc-NCOA3-4,Down,12h
lnc-NCOA3-7,Down,12h
lnc-NCOA3-9,Down,12h
lnc-NCOA6-1,Down,12h
lnc-NCOA6-3,Down,12h
lnc-NDE1-1,Down,12h
lnc-NDE1-4,Down,12h
lnc-NDFIP1-1,Down,12h
lnc-NDFIP2-13,Down,12h
lnc-NDFIP2-2,Down,12h
lnc-NDRG1-2,Down,12h
lnc-NDRG1-5,Down,12h
lnc-NDRG1-7,Down,12h
lnc-NDRG4-1,Down,12h
lnc-NDST1-4,Down,12h
lnc-NDST3-8,Down,12h
lnc-NDUFA4-2,Down,12h
lnc-NDUFA7-1,Down,12h
lnc-NDUFA7-2,Down,12h
lnc-NDUFAF2-6,Down,12h
lnc-NDUFB4-2,Down,12h
lnc-NDUFB6-1,Down,12h
lnc-NDUFB9-1,Down,12h
lnc-NDUFS1-1,Down,12h
lnc-NDUFS1-2,Down,12h
lnc-NDUFS5-2,Down,12h
lnc-NDUFS6-18,Down,12h
lnc-NDUFS6-6,Down,12h
lnc-NDUFS7-5,Down,12h
lnc-NDUFV1-2,Down,12h
lnc-NECAB1-2,Down,12h
lnc-NECAB3-1,Down,12h
lnc-NECAP2-1,Down,12h
lnc-NEDD1-4,Down,12h
lnc-NEDD1-8,Down,12h
lnc-NEDD4L-1,Down,12h
lnc-NEDD4L-2,Down,12h
lnc-NEFM-3,Down,12h
lnc-NEGR1-5,Down,12h
lnc-NEK10-3,Down,12h
lnc-NEK11-5,Down,12h
lnc-NEK3-1,Down,12h
lnc-NEK6-2,Down,12h
lnc-NEK7-4,Down,12h
lnc-NEMF-2,Down,12h
lnc-NEMF-3,Down,12h
lnc-NEO1-2,Down,12h
lnc-NES-2,Down,12h
lnc-NES-3,Down,12h
lnc-NEU3-1,Down,12h
lnc-NEU3-2,Down,12h
lnc-NEU3-3,Down,12h
lnc-NEURL-1,Down,12h
lnc-NEURL-2,Down,12h
lnc-NEURL1B-4,Down,12h
lnc-NEURL4-1,Down,12h
lnc-NFASC-5,Down,12h
lnc-NFATC3-1,Down,12h
lnc-NFIL3-3,Down,12h
lnc-NFKBIA-5,Down,12h
lnc-NFKBID-1,Down,12h
lnc-NFRKB-3,Down,12h
lnc-NFS1-1,Down,12h
lnc-NFYB-2,Down,12h
lnc-NGLY1-1,Down,12h
lnc-NGLY1-2,Down,12h
lnc-NHSL2-2,Down,12h
lnc-NICN1-1,Down,12h
lnc-NID1-4,Down,12h
lnc-NID1-5,Down,12h
lnc-NIF3L1-1,Down,12h
lnc-NIF3L1-3,Down,12h
lnc-NIN-1,Down,12h
lnc-NINJ1-2,Down,12h
lnc-NINJ2-3,Down,12h
lnc-NINL-1,Down,12h
lnc-NIPA1-2,Down,12h
lnc-NIPA1-6,Down,12h
lnc-NIPAL1-2,Down,12h
lnc-NIPAL1-3,Down,12h
lnc-NIPAL2-5,Down,12h
lnc-NIPBL-1,Down,12h
lnc-NIPBL-4,Down,12h
lnc-NIPBL-7,Down,12h
lnc-NIPSNAP3B-4,Down,12h
lnc-NIT1-1,Down,12h
lnc-NKAIN2-4,Down,12h
lnc-NKAIN3-1,Down,12h
lnc-NKD1-3,Down,12h
lnc-NKIRAS1-2,Down,12h
lnc-NKPD1-1,Down,12h
lnc-NKPD1-2,Down,12h
lnc-NKX2-4-2,Down,12h
lnc-NKX6-3-2,Down,12h
lnc-NLN-2,Down,12h
lnc-NLRC4-2,Down,12h
lnc-NLRC4-3,Down,12h
lnc-NLRP10-2,Down,12h
lnc-NLRP2-2,Down,12h
lnc-NLRP3-1,Down,12h
lnc-NLRP3-2,Down,12h
lnc-NLRP3-4,Down,12h
lnc-NLRP3-5,Down,12h
lnc-NMBR-2,Down,12h
lnc-NMBR-8,Down,12h
lnc-NMD3-1,Down,12h
lnc-NME3-1,Down,12h
lnc-NME7-1,Down,12h
lnc-NMNAT2-2,Down,12h
lnc-NMNAT3-1,Down,12h
lnc-NMS-1,Down,12h
lnc-NMS-3,Down,12h
lnc-NMT1-2,Down,12h
lnc-NMT1-3,Down,12h
lnc-NMT2-1,Down,12h
lnc-NMU-2,Down,12h
lnc-NNT-5,Down,12h
lnc-NOBOX-1,Down,12h
lnc-NOC2L-1,Down,12h
lnc-NOC2L-6,Down,12h
lnc-NOD1-2,Down,12h
lnc-NOL6-4,Down,12h
lnc-NOMO1-1,Down,12h
lnc-NOMO2-2,Down,12h
lnc-NOP58-1,Down,12h
lnc-NOS2-10,Down,12h
lnc-NOS3-1,Down,12h
lnc-NOTCH2-1,Down,12h
lnc-NOTCH2NL-3,Down,12h
lnc-NOTO-2,Down,12h
lnc-NOVA1-12,Down,12h
lnc-NOVA1-9,Down,12h
lnc-NOX1-2,Down,12h
lnc-NOX3-3,Down,12h
lnc-NPAS1-6,Down,12h
lnc-NPAT-2,Down,12h
lnc-NPDC1-2,Down,12h
lnc-NPEPPS-1,Down,12h
lnc-NPFF-1,Down,12h
lnc-NPHP1-1,Down,12h
lnc-NPHP3-2,Down,12h
lnc-NPHP4-1,Down,12h
lnc-NPHS1-1,Down,12h
lnc-NPHS2-5,Down,12h
lnc-NPIP-1,Down,12h
lnc-NPIPL2-2,Down,12h
lnc-NPIPL2-3,Down,12h
lnc-NPL-2,Down,12h
lnc-NPM2-3,Down,12h
lnc-NPM3-1,Down,12h
lnc-NPPA-1,Down,12h
lnc-NPSR1-2,Down,12h
lnc-NPTN-1,Down,12h
lnc-NPY2R-1,Down,12h
lnc-NPY5R-1,Down,12h
lnc-NQO2-2,Down,12h
lnc-NR1D1-1,Down,12h
lnc-NR1D2-5,Down,12h
lnc-NR1I2-1,Down,12h
lnc-NR2C2-5,Down,12h
lnc-NR2F2-7,Down,12h
lnc-NR3C1-1,Down,12h
lnc-NR3C2-5,Down,12h
lnc-NR4A2-3,Down,12h
lnc-NR4A2-7,Down,12h
lnc-NR4A2-8,Down,12h
lnc-NR5A1-6,Down,12h
lnc-NRBP2-1,Down,12h
lnc-NRG1-3,Down,12h
lnc-NRG2-4,Down,12h
lnc-NRG2-8,Down,12h
lnc-NRG4-1,Down,12h
lnc-NRIP1-14,Down,12h
lnc-NRL-1,Down,12h
lnc-NRM-1,Down,12h
lnc-NRN1-4,Down,12h
lnc-NRP2-4,Down,12h
lnc-NRTN-1,Down,12h
lnc-NSF-2,Down,12h
lnc-NSMCE4A-5,Down,12h
lnc-NSRP1-4,Down,12h
lnc-NSUN2-4,Down,12h
lnc-NSUN6-2,Down,12h
lnc-NT5C1B-1,Down,12h
lnc-NT5C2-2,Down,12h
lnc-NT5C3L-1,Down,12h
lnc-NT5E-1,Down,12h
lnc-NT5E-2,Down,12h
lnc-NT5E-5,Down,12h
lnc-NTNG1-3,Down,12h
lnc-NTNG2-2,Down,12h
lnc-NUAK2-1,Down,12h
lnc-NUB1-5,Down,12h
lnc-NUBP1-3,Down,12h
lnc-NUCB1-1,Down,12h
lnc-NUCB1-2,Down,12h
lnc-NUCB1-3,Down,12h
lnc-NUCB2-8,Down,12h
lnc-NUDC-1,Down,12h
lnc-NUDT2-4,Down,12h
lnc-NUDT2-6,Down,12h
lnc-NUDT3-1,Down,12h
lnc-NUDT4-8,Down,12h
lnc-NUDT5-2,Down,12h
lnc-NUDT6-1,Down,12h
lnc-NUDT7-1,Down,12h
lnc-NUDT9-1,Down,12h
lnc-NUFIP2-2,Down,12h
lnc-NUMBL-1,Down,12h
lnc-NUP210-3,Down,12h
lnc-NUP214-3,Down,12h
lnc-NUP62-1,Down,12h
lnc-NUPL2-1,Down,12h
lnc-NXN-1,Down,12h
lnc-NXNL1-3,Down,12h
lnc-NXPH1-2,Down,12h
lnc-NXPH2-1,Down,12h
lnc-NXPH2-7,Down,12h
lnc-NYAP1-2,Down,12h
lnc-NYAP1-5,Down,12h
lnc-NYAP2-5,Down,12h
lnc-NYAP2-7,Down,12h
lnc-OAZ3-1,Down,12h
lnc-OAZ3-13,Down,12h
lnc-OAZ3-2,Down,12h
lnc-OAZ3-3,Down,12h
lnc-OAZ3-9,Down,12h
lnc-OBFC1-3,Down,12h
lnc-OBFC2A-1,Down,12h
lnc-OBFC2A-15,Down,12h
lnc-OBP2B-4,Down,12h
lnc-OBSCN-2,Down,12h
lnc-OBSCN-3,Down,12h
lnc-OCIAD2-3,Down,12h
lnc-OCLN-1,Down,12h
lnc-OCLN-3,Down,12h
lnc-ODF1-1,Down,12h
lnc-ODF1-3,Down,12h
lnc-ODF3B-1,Down,12h
lnc-ODF4-2,Down,12h
lnc-ODZ1-3,Down,12h
lnc-OGFRL1-4,Down,12h
lnc-OIP5-1,Down,12h
lnc-OLFM1-3,Down,12h
lnc-OLFM4-13,Down,12h
lnc-OLFML3-5,Down,12h
lnc-OLIG2-1,Down,12h
lnc-OLR1-3,Down,12h
lnc-ONECUT1-1,Down,12h
lnc-ONECUT2-1,Down,12h
lnc-ONECUT2-2,Down,12h
lnc-ONECUT3-1,Down,12h
lnc-OPN1MW-1,Down,12h
lnc-OR10AD1-1,Down,12h
lnc-OR10H5-2,Down,12h
lnc-OR10K1-1,Down,12h
lnc-OR10Q1-1,Down,12h
lnc-OR13A1-4,Down,12h
lnc-OR13C4-4,Down,12h
lnc-OR13C4-6,Down,12h
lnc-OR13C9-2,Down,12h
lnc-OR13H1-6,Down,12h
lnc-OR13H1-7,Down,12h
lnc-OR13J1-2,Down,12h
lnc-OR1D2-2,Down,12h
lnc-OR1L3-1,Down,12h
lnc-OR2AT4-3,Down,12h
lnc-OR4C13-9,Down,12h
lnc-OR4F16-1,Down,12h
lnc-OR4F16-3,Down,12h
lnc-OR4F16-4,Down,12h
lnc-OR4F17-5,Down,12h
lnc-OR4F29-1,Down,12h
lnc-OR4F6-1,Down,12h
lnc-OR52H1-1,Down,12h
lnc-OR52K2-2,Down,12h
lnc-OR5A2-2,Down,12h
lnc-OR5B21-1,Down,12h
lnc-OR5P3-2,Down,12h
lnc-OR6C6-1,Down,12h
lnc-OR6C70-2,Down,12h
lnc-OR7C2-1,Down,12h
lnc-OR9A2-3,Down,12h
lnc-ORAI1-3,Down,12h
lnc-ORAOV1-4,Down,12h
lnc-ORAOV1-5,Down,12h
lnc-ORC1-1,Down,12h
lnc-ORC3-2,Down,12h
lnc-ORC3-3,Down,12h
lnc-ORC5-1,Down,12h
lnc-ORM1-2,Down,12h
lnc-ORMDL1-1,Down,12h
lnc-ORMDL2-1,Down,12h
lnc-ORMDL2-3,Down,12h
lnc-OSBP2-2,Down,12h
lnc-OSBPL6-2,Down,12h
lnc-OSBPL9-5,Down,12h
lnc-OSBPL9-6,Down,12h
lnc-OSR2-1,Down,12h
lnc-OSR2-2,Down,12h
lnc-OST4-2,Down,12h
lnc-OST4-6,Down,12h
lnc-OST4-9,Down,12h
lnc-OSTM1-1,Down,12h
lnc-OTOA-1,Down,12h
lnc-OTOL1-2,Down,12h
lnc-OTOP1-6,Down,12h
lnc-OTP-2,Down,12h
lnc-OTP-3,Down,12h
lnc-OTP-5,Down,12h
lnc-OTUD4-1,Down,12h
lnc-OTUD6B-6,Down,12h
lnc-OTUD7A-2,Down,12h
lnc-OTUD7B-2,Down,12h
lnc-OVGP1-1,Down,12h
lnc-OXT-2,Down,12h
lnc-P2RX3-3,Down,12h
lnc-P2RY4-1,Down,12h
lnc-P4HA1-1,Down,12h
lnc-P4HA2-2,Down,12h
lnc-P4HA2-4,Down,12h
lnc-P4HTM-2,Down,12h
lnc-PABPC1-3,Down,12h
lnc-PABPC4-1,Down,12h
lnc-PABPC4-2,Down,12h
lnc-PACSIN1-1,Down,12h
lnc-PACSIN3-4,Down,12h
lnc-PADI2-1,Down,12h
lnc-PAG1-1,Down,12h
lnc-PAICS-3,Down,12h
lnc-PAIP2-6,Down,12h
lnc-PAK2-1,Down,12h
lnc-PAK2-2,Down,12h
lnc-PAK3-2,Down,12h
lnc-PAK3-6,Down,12h
lnc-PALLD-8,Down,12h
lnc-PALM-1,Down,12h
lnc-PAM-2,Down,12h
lnc-PANK1-4,Down,12h
lnc-PANK1-5,Down,12h
lnc-PANK1-7,Down,12h
lnc-PANK2-2,Down,12h
lnc-PANK3-13,Down,12h
lnc-PAPLN-2,Down,12h
lnc-PAPOLA-2,Down,12h
lnc-PAPPA2-6,Down,12h
lnc-PAPPA2-7,Down,12h
lnc-PAQR4-1,Down,12h
lnc-PAQR9-3,Down,12h
lnc-PAQR9-6,Down,12h
lnc-PARD3B-4,Down,12h
lnc-PARD6B-1,Down,12h
lnc-PARK2-1,Down,12h
lnc-PARK7-1,Down,12h
lnc-PARN-11,Down,12h
lnc-PARN-14,Down,12h
lnc-PARP16-3,Down,12h
lnc-PARP8-2,Down,12h
lnc-PARVA-1,Down,12h
lnc-PARVA-6,Down,12h
lnc-PARVB-2,Down,12h
lnc-PATE2-1,Down,12h
lnc-PAWR-1,Down,12h
lnc-PAWR-13,Down,12h
lnc-PAX2-3,Down,12h
lnc-PAX5-1,Down,12h
lnc-PAX5-4,Down,12h
lnc-PAX5-5,Down,12h
lnc-PAX6-9,Down,12h
lnc-PAX9-8,Down,12h
lnc-PCBP1-2,Down,12h
lnc-PCBP1-5,Down,12h
lnc-PCBP2-1,Down,12h
lnc-PCBP2-3,Down,12h
lnc-PCBP3-1,Down,12h
lnc-PCBP4-2,Down,12h
lnc-PCCA-4,Down,12h
lnc-PCDH10-10,Down,12h
lnc-PCDH10-9,Down,12h
lnc-PCDH18-7,Down,12h
lnc-PCDH19-1,Down,12h
lnc-PCDH19-2,Down,12h
lnc-PCDH20-18,Down,12h
lnc-PCDH7-2,Down,12h
lnc-PCDH8-6,Down,12h
lnc-PCDHB4-1,Down,12h
lnc-PCGF2-3,Down,12h
lnc-PCGF2-4,Down,12h
lnc-PCID2-4,Down,12h
lnc-PCIF1-1,Down,12h
lnc-PCM1-4,Down,12h
lnc-PCMTD1-4,Down,12h
lnc-PCNA-1,Down,12h
lnc-PCP4-1,Down,12h
lnc-PCSK7-2,Down,12h
lnc-PCSK9-3,Down,12h
lnc-PCSK9-6,Down,12h
lnc-PCYOX1-3,Down,12h
lnc-PCYOX1-4,Down,12h
lnc-PCYOX1L-2,Down,12h
lnc-PCYOX1L-4,Down,12h
lnc-PCYT1B-3,Down,12h
lnc-PDCD1-2,Down,12h
lnc-PDCD5-2,Down,12h
lnc-PDCL2-4,Down,12h
lnc-PDCL3-2,Down,12h
lnc-PDCL3-3,Down,12h
lnc-PDE11A-1,Down,12h
lnc-PDE1B-3,Down,12h
lnc-PDE4D-3,Down,12h
lnc-PDE6A-1,Down,12h
lnc-PDE6B-2,Down,12h
lnc-PDE6B-3,Down,12h
lnc-PDE6D-3,Down,12h
lnc-PDE7A-2,Down,12h
lnc-PDE8A-1,Down,12h
lnc-PDE8A-2,Down,12h
lnc-PDF-1,Down,12h
lnc-PDGFRL-1,Down,12h
lnc-PDHX-1,Down,12h
lnc-PDHX-4,Down,12h
lnc-PDIA2-1,Down,12h
lnc-PDK2-3,Down,12h
lnc-PDK3-1,Down,12h
lnc-PDK3-3,Down,12h
lnc-PDK3-5,Down,12h
lnc-PDLIM1-3,Down,12h
lnc-PDLIM4-3,Down,12h
lnc-PDLIM4-4,Down,12h
lnc-PDSS1-3,Down,12h
lnc-PDSS2-2,Down,12h
lnc-PDYN-1,Down,12h
lnc-PDZD7-1,Down,12h
lnc-PDZD8-2,Down,12h
lnc-PDZD9-3,Down,12h
lnc-PDZD9-4,Down,12h
lnc-PDZD9-5,Down,12h
lnc-PDZK1IP1-2,Down,12h
lnc-PDZK1IP1-4,Down,12h
lnc-PEA15-1,Down,12h
lnc-PEBP4-2,Down,12h
lnc-PELI2-8,Down,12h
lnc-PER2-5,Down,12h
lnc-PERP-10,Down,12h
lnc-PERP-2,Down,12h
lnc-PERP-4,Down,12h
lnc-PERP-8,Down,12h
lnc-PEX11A-1,Down,12h
lnc-PEX11G-5,Down,12h
lnc-PEX14-1,Down,12h
lnc-PEX14-2,Down,12h
lnc-PEX14-3,Down,12h
lnc-PEX3-1,Down,12h
lnc-PEX5L-1,Down,12h
lnc-PEX6-1,Down,12h
lnc-PEX6-2,Down,12h
lnc-PEX7-3,Down,12h
lnc-PFDN1-2,Down,12h
lnc-PFDN4-4,Down,12h
lnc-PFDN6-1,Down,12h
lnc-PFKFB2-1,Down,12h
lnc-PFKP-20,Down,12h
lnc-PGA4-1,Down,12h
lnc-PGAM1-3,Down,12h
lnc-PGAM1-4,Down,12h
lnc-PGAP1-2,Down,12h
lnc-PGAP1-3,Down,12h
lnc-PGAP1-4,Down,12h
lnc-PGBD5-1,Down,12h
lnc-PGD-1,Down,12h
lnc-PGLYRP4-1,Down,12h
lnc-PGM2-1,Down,12h
lnc-PGPEP1L-3,Down,12h
lnc-PGRMC1-2,Down,12h
lnc-PGRMC2-3,Down,12h
lnc-PGS1-1,Down,12h
lnc-PHACTR3-3,Down,12h
lnc-PHACTR4-1,Down,12h
lnc-PHACTR4-2,Down,12h
lnc-PHACTR4-3,Down,12h
lnc-PHB2-1,Down,12h
lnc-PHC3-1,Down,12h
lnc-PHF10-4,Down,12h
lnc-PHF14-9,Down,12h
lnc-PHF16-3,Down,12h
lnc-PHF17-4,Down,12h
lnc-PHF21A-1,Down,12h
lnc-PHGDH-1,Down,12h
lnc-PHGR1-1,Down,12h
lnc-PHKA2-2,Down,12h
lnc-PHKA2-3,Down,12h
lnc-PHKB-2,Down,12h
lnc-PHKB-5,Down,12h
lnc-PHLDA1-1,Down,12h
lnc-PHLDA3-2,Down,12h
lnc-PHOSPHO2-2,Down,12h
lnc-PHTF2-1,Down,12h
lnc-PHYHD1-1,Down,12h
lnc-PHYHIP-1,Down,12h
lnc-PI4K2B-1,Down,12h
lnc-PICK1-4,Down,12h
lnc-PIEZO2-14,Down,12h
lnc-PIEZO2-5,Down,12h
lnc-PIGB-3,Down,12h
lnc-PIGC-4,Down,12h
lnc-PIGF-1,Down,12h
lnc-PIGG-1,Down,12h
lnc-PIGM-4,Down,12h
lnc-PIGN-5,Down,12h
lnc-PIGN-7,Down,12h
lnc-PIGU-3,Down,12h
lnc-PIGX-1,Down,12h
lnc-PIGY-1,Down,12h
lnc-PIK3C3-10,Down,12h
lnc-PIK3C3-2,Down,12h
lnc-PIK3CD-1,Down,12h
lnc-PIK3R3-1,Down,12h
lnc-PIKFYVE-2,Down,12h
lnc-PIKFYVE-6,Down,12h
lnc-PILRB-1,Down,12h
lnc-PIM1-1,Down,12h
lnc-PINK1-2,Down,12h
lnc-PION-1,Down,12h
lnc-PIP4K2A-2,Down,12h
lnc-PIP4K2B-1,Down,12h
lnc-PIPOX-5,Down,12h
lnc-PIRT-3,Down,12h
lnc-PITPNB-3,Down,12h
lnc-PITX1-4,Down,12h
lnc-PJA2-4,Down,12h
lnc-PKD1L1-1,Down,12h
lnc-PKD2L1-4,Down,12h
lnc-PKDCC-5,Down,12h
lnc-PKDCC-6,Down,12h
lnc-PKDREJ-3,Down,12h
lnc-PKLR-5,Down,12h
lnc-PKLR-6,Down,12h
lnc-PKLR-7,Down,12h
lnc-PKN1-1,Down,12h
lnc-PKN2-5,Down,12h
lnc-PKNOX1-1,Down,12h
lnc-PKNOX1-2,Down,12h
lnc-PKP1-1,Down,12h
lnc-PKP4-4,Down,12h
lnc-PKP4-6,Down,12h
lnc-PLA2G10-4,Down,12h
lnc-PLA2G15-1,Down,12h
lnc-PLA2G2F-1,Down,12h
lnc-PLA2G4A-11,Down,12h
lnc-PLA2G4A-2,Down,12h
lnc-PLA2G5-1,Down,12h
lnc-PLA2G6-1,Down,12h
lnc-PLAC1-1,Down,12h
lnc-PLAC9-2,Down,12h
lnc-PLAGL2-4,Down,12h
lnc-PLAGL2-6,Down,12h
lnc-PLCB2-1,Down,12h
lnc-PLCD1-1,Down,12h
lnc-PLCD1-3,Down,12h
lnc-PLCD3-1,Down,12h
lnc-PLCD3-2,Down,12h
lnc-PLCG1-2,Down,12h
lnc-PLCG2-3,Down,12h
lnc-PLCL1-3,Down,12h
lnc-PLD1-2,Down,12h
lnc-PLD1-4,Down,12h
lnc-PLD3-3,Down,12h
lnc-PLEKHA2-3,Down,12h
lnc-PLEKHA5-1,Down,12h
lnc-PLEKHA5-5,Down,12h
lnc-PLEKHA7-2,Down,12h
lnc-PLEKHA8-1,Down,12h
lnc-PLEKHB2-2,Down,12h
lnc-PLEKHF1-1,Down,12h
lnc-PLEKHF2-1,Down,12h
lnc-PLEKHF2-3,Down,12h
lnc-PLEKHG2-1,Down,12h
lnc-PLEKHG5-3,Down,12h
lnc-PLEKHG6-1,Down,12h
lnc-PLEKHG6-4,Down,12h
lnc-PLEKHG6-5,Down,12h
lnc-PLG-3,Down,12h
lnc-PLGLB1-4,Down,12h
lnc-PLGLB1-5,Down,12h
lnc-PLK1-1,Down,12h
lnc-PLLP-1,Down,12h
lnc-PLLP-3,Down,12h
lnc-PLS3-1,Down,12h
lnc-PLXNA4-1,Down,12h
lnc-PLXND1-1,Down,12h
lnc-PLXND1-3,Down,12h
lnc-PLXND1-4,Down,12h
lnc-PMAIP1-4,Down,12h
lnc-PMCH-3,Down,12h
lnc-PMEL-3,Down,12h
lnc-PMFBP1-4,Down,12h
lnc-PMM1-2,Down,12h
lnc-PMM2-2,Down,12h
lnc-PMM2-5,Down,12h
lnc-PMM2-6,Down,12h
lnc-PNKP-1,Down,12h
lnc-PNKP-6,Down,12h
lnc-PNMA5-1,Down,12h
lnc-PNO1-1,Down,12h
lnc-PNPLA3-1,Down,12h
lnc-POC1B-GALNT4-2,Down,12h
lnc-POC5-5,Down,12h
lnc-PODXL-1,Down,12h
lnc-PODXL-2,Down,12h
lnc-PODXL-3,Down,12h
lnc-POLDIP3-2,Down,12h
lnc-POLE-1,Down,12h
lnc-POLE-5,Down,12h
lnc-POLE4-5,Down,12h
lnc-POLN-1,Down,12h
lnc-POLR1A-3,Down,12h
lnc-POLR1A-6,Down,12h
lnc-POLR1B-2,Down,12h
lnc-POLR1E-2,Down,12h
lnc-POLR1E-4,Down,12h
lnc-POLR2B-15,Down,12h
lnc-POLR2B-7,Down,12h
lnc-POLR2D-1,Down,12h
lnc-POLR2F-3,Down,12h
lnc-POLR2J-1,Down,12h
lnc-POLR3E-3,Down,12h
lnc-POLR3GL-1,Down,12h
lnc-POLR3GL-5,Down,12h
lnc-POM121C-3,Down,12h
lnc-POM121C-4,Down,12h
lnc-POM121L4P-2,Down,12h
lnc-POMGNT1-7,Down,12h
lnc-POMP-11,Down,12h
lnc-POMP-8,Down,12h
lnc-POMT1-2,Down,12h
lnc-POMZP3-1,Down,12h
lnc-PON1-3,Down,12h
lnc-POPDC2-1,Down,12h
lnc-POT1-2,Down,12h
lnc-POTEB-12,Down,12h
lnc-POTEF-6,Down,12h
lnc-POTEG-4,Down,12h
lnc-POTEM-2,Down,12h
lnc-POTEM-3,Down,12h
lnc-POTEM-6,Down,12h
lnc-POTEM-7,Down,12h
lnc-POU2F3-2,Down,12h
lnc-POU3F3-13,Down,12h
lnc-POU5F1-8,Down,12h
lnc-POU5F1B-11,Down,12h
lnc-PP2D1-2,Down,12h
lnc-PPA2-10,Down,12h
lnc-PPAP2A-1,Down,12h
lnc-PPAPDC1B-1,Down,12h
lnc-PPAT-1,Down,12h
lnc-PPFIA4-1,Down,12h
lnc-PPHLN1-3,Down,12h
lnc-PPIA-3,Down,12h
lnc-PPIAL4A-1,Down,12h
lnc-PPIAL4B-2,Down,12h
lnc-PPIAL4B-5,Down,12h
lnc-PPIAL4C-3,Down,12h
lnc-PPIAL4C-5,Down,12h
lnc-PPIAL4G-11,Down,12h
lnc-PPIAL4G-4,Down,12h
lnc-PPIAL4G-5,Down,12h
lnc-PPIE-6,Down,12h
lnc-PPIE-9,Down,12h
lnc-PPIF-1,Down,12h
lnc-PPIL1-1,Down,12h
lnc-PPIL2-2,Down,12h
lnc-PPIL2-4,Down,12h
lnc-PPIL2-5,Down,12h
lnc-PPIL2-6,Down,12h
lnc-PPM1D-2,Down,12h
lnc-PPM1H-1,Down,12h
lnc-PPM1K-1,Down,12h
lnc-PPME1-3,Down,12h
lnc-PPP1CB-1,Down,12h
lnc-PPP1CC-1,Down,12h
lnc-PPP1CC-2,Down,12h
lnc-PPP1R12C-1,Down,12h
lnc-PPP1R13L-3,Down,12h
lnc-PPP1R3C-2,Down,12h
