Gene,Regulation,Timepoint
S100A16,Up,48h
S100A2,Up,48h
S100A3,Up,48h
S100A4,Up,48h
S100A6,Up,48h
S1PR2,Up,48h
S1PR3,Up,48h
SAC3D1,Up,48h
SAE1,Up,48h
SAFB2,Up,48h
SAMD4B,Up,48h
SAMD9,Up,48h
SAMD9L,Up,48h
SAMHD1,Up,48h
SAMM50,Up,48h
SAP130,Up,48h
SAP18,Up,48h
SAP30,Up,48h
SAP30BP,Up,48h
SAP30L,Up,48h
SAPCD2,Up,48h
SAR1A,Up,48h
SAR1B,Up,48h
SARNP,Up,48h
SARS,Up,48h
SARS2,Up,48h
SART1,Up,48h
SART3,Up,48h
SASH1,Up,48h
SASH3,Up,48h
SAT1,Up,48h
SAT2,Up,48h
SATB1,Up,48h
SATB2,Up,48h
SAV1,Up,48h
SAYSD1,Up,48h
SBDS,Up,48h
SBDSP1,Up,48h
SBF1,Up,48h
SBNO2,Up,48h
SC5D,Up,48h
SCAF1,Up,48h
SCAF4,Up,48h
SCAF8,Up,48h
SCAMP1,Up,48h
SCAMP2,Up,48h
SCAMP3,Up,48h
SCAMP4,Up,48h
SCAMP5,Up,48h
SCAND1,Up,48h
SCAP,Up,48h
SCARB1,Up,48h
SCARB2,Up,48h
SCARNA10,Up,48h
SCARNA11,Up,48h
SCARNA12,Up,48h
SCARNA13,Up,48h
SCARNA16,Up,48h
SCARNA2,Up,48h
SCARNA21,Up,48h
SCARNA5,Up,48h
SCARNA6,Up,48h
SCARNA7,Up,48h
SCARNA9,Up,48h
SCCPDH,Up,48h
SCD,Up,48h
SCFD1,Up,48h
SCFD2,Up,48h
SCG2,Up,48h
SCIN,Up,48h
SCLT1,Up,48h
SCMH1,Up,48h
SCNM1,Up,48h
SCO1,Up,48h
SCO2,Up,48h
SCOC,Up,48h
SCP2,Up,48h
SCPEP1,Up,48h
SCRIB,Up,48h
SCRN2,Up,48h
SCXB,Up,48h
SCYL1,Up,48h
SCYL2,Up,48h
SCYL3,Up,48h
SDC1,Up,48h
SDC2,Up,48h
SDC4,Up,48h
SDCBP,Up,48h
SDCCAG3,Up,48h
SDCCAG8,Up,48h
SDE2,Up,48h
SDF2,Up,48h
SDF2L1,Up,48h
SDF4,Up,48h
SDHA,Up,48h
SDHAF1,Up,48h
SDHAF2,Up,48h
SDHAP3,Up,48h
SDHB,Up,48h
SDHC,Up,48h
SDHD,Up,48h
SDK1,Up,48h
SDS,Up,48h
SEC11A,Up,48h
SEC11C,Up,48h
SEC13,Up,48h
SEC14L1,Up,48h
SEC16A,Up,48h
SEC22A,Up,48h
SEC22B,Up,48h
SEC22C,Up,48h
SEC23A,Up,48h
SEC23B,Up,48h
SEC23IP,Up,48h
SEC24A,Up,48h
SEC24C,Up,48h
SEC24D,Up,48h
SEC31A,Up,48h
SEC61A1,Up,48h
SEC61B,Up,48h
SEC61G,Up,48h
SEC63,Up,48h
SECISBP2,Up,48h
SECISBP2L,Up,48h
SECTM1,Up,48h
SEH1L,Up,48h
SEL1L3,Up,48h
SELK,Up,48h
SELO,Up,48h
SELPLG,Up,48h
SELT,Up,48h
SEMA3D,Up,48h
SEMA4A,Up,48h
SEMA4B,Up,48h
SEMA4C,Up,48h
SEMA4D,Up,48h
SEMA7A,Up,48h
SENP2,Up,48h
SENP3,Up,48h
SENP5,Up,48h
SENP6,Up,48h
SEP15,Up,48h
SEPHS1,Up,48h
SEPHS2,Up,48h
SEPN1,Up,48h
SEPT11,Up,48h
SEPT2,Up,48h
SEPT6,Up,48h
SEPT7,Up,48h
SEPT7P2,Up,48h
SEPT8,Up,48h
SEPT9,Up,48h
SEPW1,Up,48h
SERAC1,Up,48h
SERBP1,Up,48h
SERF1B,Up,48h
SERF2,Up,48h
SERF2-C15ORF63,Up,48h
SERHL2,Up,48h
SERINC1,Up,48h
SERINC3,Up,48h
SERINC5,Up,48h
SERP1,Up,48h
SERPINA1,Up,48h
SERPINB1,Up,48h
SERPINB6,Up,48h
SERPINB8,Up,48h
SERPINE1,Up,48h
SERPINE2,Up,48h
SERPINF1,Up,48h
SERPINH1,Up,48h
SERPINI1,Up,48h
SERTAD1,Up,48h
SERTAD2,Up,48h
SERTAD3,Up,48h
SESN1,Up,48h
SESN2,Up,48h
SET,Up,48h
SETD3,Up,48h
SETD4,Up,48h
SETD8,Up,48h
SETD9,Up,48h
SETDB1,Up,48h
SETDB2,Up,48h
SEZ6L2,Up,48h
SF1,Up,48h
SF3A1,Up,48h
SF3A2,Up,48h
SF3A3,Up,48h
SF3B1,Up,48h
SF3B2,Up,48h
SF3B3,Up,48h
SF3B4,Up,48h
SF3B5,Up,48h
SF3B6,Up,48h
SFMBT2,Up,48h
SFPQ,Up,48h
SFSWAP,Up,48h
SFT2D1,Up,48h
SFT2D2,Up,48h
SFT2D3,Up,48h
SFXN1,Up,48h
SFXN3,Up,48h
SFXN4,Up,48h
SFXN5,Up,48h
SGIP1,Up,48h
SGK1,Up,48h
SGK3,Up,48h
SGMS2,Up,48h
SGPL1,Up,48h
SGSH,Up,48h
SGSM2,Up,48h
SGTA,Up,48h
SH2B1,Up,48h
SH2B3,Up,48h
SH2D3C,Up,48h
SH3BGRL,Up,48h
SH3BGRL3,Up,48h
SH3BP1,Up,48h
SH3BP5L,Up,48h
SH3GL1,Up,48h
SH3GLB1,Up,48h
SH3GLB2,Up,48h
SH3KBP1,Up,48h
SH3RF1,Up,48h
SH3TC1,Up,48h
SH3YL1,Up,48h
SHANK1,Up,48h
SHARPIN,Up,48h
SHB,Up,48h
SHC1,Up,48h
SHC2,Up,48h
SHC3,Up,48h
SHC4,Up,48h
SHCBP1,Up,48h
SHFM1,Up,48h
SHISA2,Up,48h
SHISA4,Up,48h
SHISA5,Up,48h
SHKBP1,Up,48h
SHMT1,Up,48h
SHMT2,Up,48h
SHOC2,Up,48h
SHOX2,Up,48h
SHPK,Up,48h
SHQ1,Up,48h
SIAE,Up,48h
SIAH1,Up,48h
SIAH2,Up,48h
SIGIRR,Up,48h
SIGLEC1,Up,48h
SIGLEC5,Up,48h
SIGMAR1,Up,48h
SIK2,Up,48h
SIK3,Up,48h
SIL1,Up,48h
SIN3A,Up,48h
SIN3B,Up,48h
SIPA1,Up,48h
SIRPA,Up,48h
SIRT1,Up,48h
SIRT2,Up,48h
SIRT6,Up,48h
SIRT7,Up,48h
SIVA1,Up,48h
SKAP2,Up,48h
SKIDA1,Up,48h
SKIL,Up,48h
SKIV2L,Up,48h
SKIV2L2,Up,48h
SKP1,Up,48h
SLAIN1,Up,48h
SLAMF7,Up,48h
SLAMF8,Up,48h
SLAMF9,Up,48h
SLBP,Up,48h
SLC10A3,Up,48h
SLC10A4,Up,48h
SLC11A2,Up,48h
SLC12A2,Up,48h
SLC12A4,Up,48h
SLC12A6,Up,48h
SLC12A7,Up,48h
SLC12A8,Up,48h
SLC12A9,Up,48h
SLC15A3,Up,48h
SLC15A4,Up,48h
SLC16A1,Up,48h
SLC16A3,Up,48h
SLC16A6,Up,48h
SLC16A7,Up,48h
SLC17A5,Up,48h
SLC17A7,Up,48h
SLC17A9,Up,48h
SLC19A1,Up,48h
SLC19A2,Up,48h
SLC1A3,Up,48h
SLC1A4,Up,48h
SLC1A5,Up,48h
SLC20A1,Up,48h
SLC20A2,Up,48h
SLC22A16,Up,48h
SLC22A18,Up,48h
SLC22A18AS,Up,48h
SLC22A4,Up,48h
SLC25A1,Up,48h
SLC25A10,Up,48h
SLC25A11,Up,48h
SLC25A13,Up,48h
SLC25A14,Up,48h
SLC25A16,Up,48h
SLC25A17,Up,48h
SLC25A19,Up,48h
SLC25A20,Up,48h
SLC25A22,Up,48h
SLC25A24,Up,48h
SLC25A25,Up,48h
SLC25A26,Up,48h
SLC25A29,Up,48h
SLC25A3,Up,48h
SLC25A30,Up,48h
SLC25A32,Up,48h
SLC25A33,Up,48h
SLC25A38,Up,48h
SLC25A39,Up,48h
SLC25A40,Up,48h
SLC25A43,Up,48h
SLC25A44,Up,48h
SLC25A46,Up,48h
SLC25A5,Up,48h
SLC25A6,Up,48h
SLC26A11,Up,48h
SLC26A6,Up,48h
SLC27A1,Up,48h
SLC27A2,Up,48h
SLC27A3,Up,48h
SLC27A4,Up,48h
SLC29A1,Up,48h
SLC29A3,Up,48h
SLC2A1,Up,48h
SLC2A13,Up,48h
SLC2A3,Up,48h
SLC2A4RG,Up,48h
SLC2A5,Up,48h
SLC2A6,Up,48h
SLC2A8,Up,48h
SLC2A9,Up,48h
SLC30A5,Up,48h
SLC30A6,Up,48h
SLC30A7,Up,48h
SLC30A9,Up,48h
SLC31A1,Up,48h
SLC31A2,Up,48h
SLC33A1,Up,48h
SLC35A1,Up,48h
SLC35A2,Up,48h
SLC35A4,Up,48h
SLC35B1,Up,48h
SLC35B2,Up,48h
SLC35B4,Up,48h
SLC35C1,Up,48h
SLC35C2,Up,48h
SLC35D1,Up,48h
SLC35D2,Up,48h
SLC35E1,Up,48h
SLC35E2B,Up,48h
SLC35E4,Up,48h
SLC35F2,Up,48h
SLC35F5,Up,48h
SLC35F6,Up,48h
SLC36A1,Up,48h
SLC36A4,Up,48h
SLC37A1,Up,48h
SLC37A2,Up,48h
SLC37A3,Up,48h
SLC37A4,Up,48h
SLC38A1,Up,48h
SLC38A10,Up,48h
SLC38A2,Up,48h
SLC38A5,Up,48h
SLC38A6,Up,48h
SLC38A9,Up,48h
SLC39A1,Up,48h
SLC39A10,Up,48h
SLC39A11,Up,48h
SLC39A13,Up,48h
SLC39A14,Up,48h
SLC39A3,Up,48h
SLC39A4,Up,48h
SLC39A6,Up,48h
SLC39A7,Up,48h
SLC39A8,Up,48h
SLC39A9,Up,48h
SLC3A2,Up,48h
SLC41A1,Up,48h
SLC41A2,Up,48h
SLC41A3,Up,48h
SLC43A1,Up,48h
SLC43A3,Up,48h
SLC44A1,Up,48h
SLC45A3,Up,48h
SLC4A1AP,Up,48h
SLC4A2,Up,48h
SLC4A4,Up,48h
SLC4A5,Up,48h
SLC4A7,Up,48h
SLC52A2,Up,48h
SLC5A10,Up,48h
SLC5A6,Up,48h
SLC6A6,Up,48h
SLC6A8,Up,48h
SLC7A11,Up,48h
SLC7A2,Up,48h
SLC7A6,Up,48h
SLC7A7,Up,48h
SLC7A8,Up,48h
SLC8A1,Up,48h
SLC8B1,Up,48h
SLC9A3R1,Up,48h
SLC9A3R2,Up,48h
SLC9A6,Up,48h
SLC9A7,Up,48h
SLC9A7P1,Up,48h
SLC9A9,Up,48h
SLCO2B1,Up,48h
SLCO4A1,Up,48h
SLFN11,Up,48h
SLFN5,Up,48h
SLIRP,Up,48h
SLITRK4,Up,48h
SLK,Up,48h
SLMO2,Up,48h
SLMO2-ATP5E,Up,48h
SLU7,Up,48h
SLX1A,Up,48h
SLX1B,Up,48h
SMAD1,Up,48h
SMAD2,Up,48h
SMAD3,Up,48h
SMAD4,Up,48h
SMAD5,Up,48h
SMAD7,Up,48h
SMAP1,Up,48h
SMAP2,Up,48h
SMARCA2,Up,48h
SMARCA4,Up,48h
SMARCAD1,Up,48h
SMARCAL1,Up,48h
SMARCB1,Up,48h
SMARCC1,Up,48h
SMARCC2,Up,48h
SMARCD1,Up,48h
SMARCD2,Up,48h
SMARCD3,Up,48h
SMARCE1,Up,48h
SMC6,Up,48h
SMCO4,Up,48h
SMDT1,Up,48h
SMEK1,Up,48h
SMEK2,Up,48h
SMG8,Up,48h
SMG9,Up,48h
SMIM12,Up,48h
SMIM13,Up,48h
SMIM15,Up,48h
SMIM19,Up,48h
SMIM20,Up,48h
SMIM2-AS1,Up,48h
SMIM3,Up,48h
SMIM4,Up,48h
SMIM7,Up,48h
SMN1,Up,48h
SMNDC1,Up,48h
SMOX,Up,48h
SMPD1,Up,48h
SMPD2,Up,48h
SMPD4,Up,48h
SMPDL3A,Up,48h
SMS,Up,48h
SMTN,Up,48h
SMU1,Up,48h
SMUG1,Up,48h
SMURF2,Up,48h
SMYD2,Up,48h
SMYD3,Up,48h
SMYD5,Up,48h
SNAI1,Up,48h
SNAI3,Up,48h
SNAP23,Up,48h
SNAP25-AS1,Up,48h
SNAP29,Up,48h
SNAP47,Up,48h
SNAPC1,Up,48h
SNAPC2,Up,48h
SNAPC5,Up,48h
SNAPIN,Up,48h
SND1,Up,48h
SNF8,Up,48h
SNHG1,Up,48h
SNHG10,Up,48h
SNHG15,Up,48h
SNHG16,Up,48h
SNHG5,Up,48h
SNHG6,Up,48h
SNHG7,Up,48h
SNHG8,Up,48h
SNIP1,Up,48h
SNN,Up,48h
SNORA10,Up,48h
SNORA12,Up,48h
SNORA14B,Up,48h
SNORA18,Up,48h
SNORA20,Up,48h
SNORA21,Up,48h
SNORA22,Up,48h
SNORA23,Up,48h
SNORA24,Up,48h
SNORA27,Up,48h
SNORA34,Up,48h
SNORA38,Up,48h
SNORA43,Up,48h
SNORA45A,Up,48h
SNORA46,Up,48h
SNORA48,Up,48h
SNORA49,Up,48h
SNORA52,Up,48h
SNORA53,Up,48h
SNORA54,Up,48h
SNORA55,Up,48h
SNORA57,Up,48h
SNORA5A,Up,48h
SNORA6,Up,48h
SNORA61,Up,48h
SNORA63,Up,48h
SNORA64,Up,48h
SNORA67,Up,48h
SNORA68,Up,48h
SNORA71A,Up,48h
SNORA74A,Up,48h
SNORA74B,Up,48h
SNORA7B,Up,48h
SNORA80B,Up,48h
SNORA81,Up,48h
SNORD10,Up,48h
SNORD15B,Up,48h
SNORD17,Up,48h
SNORD22,Up,48h
SNORD97,Up,48h
SNRK,Up,48h
SNRNP200,Up,48h
SNRNP25,Up,48h
SNRNP27,Up,48h
SNRNP35,Up,48h
SNRNP40,Up,48h
SNRNP70,Up,48h
SNRPA,Up,48h
SNRPA1,Up,48h
SNRPB,Up,48h
SNRPB2,Up,48h
SNRPC,Up,48h
SNRPD1,Up,48h
SNRPD2,Up,48h
SNRPD3,Up,48h
SNRPE,Up,48h
SNRPF,Up,48h
SNRPG,Up,48h
SNRPN,Up,48h
SNTB1,Up,48h
SNUPN,Up,48h
SNURF,Up,48h
SNW1,Up,48h
SNX11,Up,48h
SNX12,Up,48h
SNX14,Up,48h
SNX15,Up,48h
SNX17,Up,48h
SNX18,Up,48h
SNX2,Up,48h
SNX24,Up,48h
SNX25,Up,48h
SNX27,Up,48h
SNX29,Up,48h
SNX3,Up,48h
SNX30,Up,48h
SNX33,Up,48h
SNX4,Up,48h
SNX5,Up,48h
SNX6,Up,48h
SNX8,Up,48h
SNX9,Up,48h
SOAT1,Up,48h
SOCS3,Up,48h
SOD1,Up,48h
SOD2,Up,48h
SON,Up,48h
SORBS3,Up,48h
SORD,Up,48h
SORL1,Up,48h
SORT1,Up,48h
SOWAHD,Up,48h
SOX13,Up,48h
SOX4,Up,48h
SP1,Up,48h
SP100,Up,48h
SP110,Up,48h
SP3,Up,48h
SPA17,Up,48h
SPAG7,Up,48h
SPAG9,Up,48h
SPAST,Up,48h
SPATA20,Up,48h
SPATA2L,Up,48h
SPATA33,Up,48h
SPATA5L1,Up,48h
SPATA7,Up,48h
SPATC1L,Up,48h
SPATS2L,Up,48h
SPCS1,Up,48h
SPCS2,Up,48h
SPCS3,Up,48h
SPECC1,Up,48h
SPEF2,Up,48h
SPG20,Up,48h
SPG21,Up,48h
SPG7,Up,48h
SPHK1,Up,48h
SPHK2,Up,48h
SPI1,Up,48h
SPIDR,Up,48h
SPIN1,Up,48h
SPINT1,Up,48h
SPIRE1,Up,48h
SPNS1,Up,48h
SPNS2,Up,48h
SPOCD1,Up,48h
SPOCK1,Up,48h
SPOP,Up,48h
SPOPL,Up,48h
SPP1,Up,48h
SPPL2A,Up,48h
SPR,Up,48h
SPRED1,Up,48h
SPRED2,Up,48h
SPRTN,Up,48h
SPRY2,Up,48h
SPRYD3,Up,48h
SPSB1,Up,48h
SPSB2,Up,48h
SPSB3,Up,48h
SPTAN1,Up,48h
SPTBN1,Up,48h
SPTLC1,Up,48h
SPTLC2,Up,48h
SPTY2D1,Up,48h
SQLE,Up,48h
SQRDL,Up,48h
SQSTM1,Up,48h
SRA1,Up,48h
SRC,Up,48h
SRD5A1,Up,48h
SRD5A3,Up,48h
SREBF1,Up,48h
SREBF2,Up,48h
SREK1IP1,Up,48h
SRF,Up,48h
SRGAP2B,Up,48h
SRGAP2D,Up,48h
SRGN,Up,48h
SRI,Up,48h
SRM,Up,48h
SRP14,Up,48h
SRP19,Up,48h
SRP54,Up,48h
SRP68,Up,48h
SRP72,Up,48h
SRP9,Up,48h
SRPK1,Up,48h
SRPK2,Up,48h
SRPR,Up,48h
SRPRB,Up,48h
SRRD,Up,48h
SRRM1,Up,48h
SRRT,Up,48h
SRSF1,Up,48h
SRSF10,Up,48h
SRSF11,Up,48h
SRSF2,Up,48h
SRSF3,Up,48h
SRSF4,Up,48h
SRSF5,Up,48h
SRSF6,Up,48h
SRSF7,Up,48h
SRSF8,Up,48h
SRSF9,Up,48h
SS18,Up,48h
SS18L1,Up,48h
SS18L2,Up,48h
SSBP1,Up,48h
SSBP2,Up,48h
SSBP3,Up,48h
SSBP4,Up,48h
SSFA2,Up,48h
SSH3,Up,48h
SSNA1,Up,48h
SSR1,Up,48h
SSR2,Up,48h
SSR3,Up,48h
SSR4,Up,48h
SSRP1,Up,48h
SSSCA1,Up,48h
SSTR5-AS1,Up,48h
SSU72,Up,48h
SSX2IP,Up,48h
ST13,Up,48h
ST14,Up,48h
ST20,Up,48h
ST20-MTHFS,Up,48h
ST3GAL1,Up,48h
ST3GAL2,Up,48h
ST3GAL3,Up,48h
ST3GAL4,Up,48h
ST3GAL5,Up,48h
ST3GAL6,Up,48h
ST6GAL1,Up,48h
ST6GALNAC2,Up,48h
ST6GALNAC4,Up,48h
ST6GALNAC6,Up,48h
ST7-AS1,Up,48h
ST7L,Up,48h
ST8SIA4,Up,48h
ST8SIA5,Up,48h
STAG1,Up,48h
STAG2,Up,48h
STAM,Up,48h
STAM2,Up,48h
STAMBP,Up,48h
STARD10,Up,48h
STARD13,Up,48h
STARD3,Up,48h
STARD3NL,Up,48h
STARD4,Up,48h
STARD5,Up,48h
STARD7,Up,48h
STARD8,Up,48h
STAT1,Up,48h
STAT2,Up,48h
STAT3,Up,48h
STAT5A,Up,48h
STAT5B,Up,48h
STAT6,Up,48h
STAU1,Up,48h
STAU2,Up,48h
STC1,Up,48h
STEAP1,Up,48h
STEAP3,Up,48h
STIL,Up,48h
STIM1,Up,48h
STIP1,Up,48h
STK10,Up,48h
STK11,Up,48h
STK11IP,Up,48h
STK16,Up,48h
STK17A,Up,48h
STK17B,Up,48h
STK19,Up,48h
STK24,Up,48h
STK25,Up,48h
STK32C,Up,48h
STK35,Up,48h
STK38,Up,48h
STK38L,Up,48h
STK39,Up,48h
STK4,Up,48h
STK40,Up,48h
STMN1,Up,48h
STOM,Up,48h
STOML2,Up,48h
STRA13,Up,48h
STRA6,Up,48h
STRADA,Up,48h
STRADB,Up,48h
STRAP,Up,48h
STRBP,Up,48h
STRIP1,Up,48h
STRN,Up,48h
STRN4,Up,48h
STS,Up,48h
STT3A,Up,48h
STT3B,Up,48h
STUB1,Up,48h
STX10,Up,48h
STX11,Up,48h
STX12,Up,48h
STX16-NPEPL1,Up,48h
STX18,Up,48h
STX3,Up,48h
STX4,Up,48h
STX5,Up,48h
STX6,Up,48h
STX8,Up,48h
STXBP1,Up,48h
STXBP2,Up,48h
STXBP3,Up,48h
STYX,Up,48h
STYXL1,Up,48h
SUB1,Up,48h
SUCLA2,Up,48h
SUCLG1,Up,48h
SUCLG2,Up,48h
SUDS3,Up,48h
SUGP1,Up,48h
SUGT1,Up,48h
SUMF1,Up,48h
SUMF2,Up,48h
SUMO1,Up,48h
SUMO1P1,Up,48h
SUMO2,Up,48h
SUMO3,Up,48h
SUN1,Up,48h
SUN2,Up,48h
SUOX,Up,48h
SUPT16H,Up,48h
SUPT4H1,Up,48h
SUPT5H,Up,48h
SUPT6H,Up,48h
SUPT7L,Up,48h
SUPV3L1,Up,48h
SURF1,Up,48h
SURF4,Up,48h
SUSD1,Up,48h
SUSD3,Up,48h
SUV39H1,Up,48h
SUV39H2,Up,48h
SUZ12P1,Up,48h
SWAP70,Up,48h
SWI5,Up,48h
SYAP1,Up,48h
SYF2,Up,48h
SYK,Up,48h
SYMPK,Up,48h
SYNCRIP,Up,48h
SYNGR1,Up,48h
SYNGR2,Up,48h
SYNJ2,Up,48h
SYNJ2BP,Up,48h
SYNJ2BP-COX16,Up,48h
SYP,Up,48h
SYPL1,Up,48h
SYS1,Up,48h
SYT12,Up,48h
SYT3,Up,48h
SYTL3,Up,48h
SYVN1,Up,48h
SZRD1,Up,48h
TAB1,Up,48h
TAB2,Up,48h
TACC1,Up,48h
TACC2,Up,48h
TACC3,Up,48h
TACO1,Up,48h
TADA2A,Up,48h
TADA3,Up,48h
TAF10,Up,48h
TAF11,Up,48h
TAF12,Up,48h
TAF13,Up,48h
TAF1B,Up,48h
TAF4B,Up,48h
TAF5L,Up,48h
TAF6,Up,48h
TAF6L,Up,48h
TAF7,Up,48h
TAF9,Up,48h
TAF9B,Up,48h
TAGAP,Up,48h
TAGLN2,Up,48h
TALDO1,Up,48h
TANGO2,Up,48h
TANGO6,Up,48h
TANK,Up,48h
TAOK1,Up,48h
TAOK2,Up,48h
TAOK3,Up,48h
TAP1,Up,48h
TAP2,Up,48h
TAPBP,Up,48h
TAPBPL,Up,48h
TAPSAR1,Up,48h
TAPT1,Up,48h
TARBP1,Up,48h
TARBP2,Up,48h
TARDBP,Up,48h
TARS,Up,48h
TARS2,Up,48h
TARSL2,Up,48h
TASP1,Up,48h
TATDN1,Up,48h
TATDN2,Up,48h
TAX1BP1,Up,48h
TAX1BP3,Up,48h
TAZ,Up,48h
TBC1D1,Up,48h
TBC1D10A,Up,48h
TBC1D10B,Up,48h
TBC1D12,Up,48h
TBC1D14,Up,48h
TBC1D22A,Up,48h
TBC1D22B,Up,48h
TBC1D23,Up,48h
TBC1D25,Up,48h
TBC1D31,Up,48h
TBC1D5,Up,48h
TBC1D7,Up,48h
TBC1D9B,Up,48h
TBCA,Up,48h
TBCB,Up,48h
TBCC,Up,48h
TBCD,Up,48h
TBCE,Up,48h
TBCEL,Up,48h
TBK1,Up,48h
TBKBP1,Up,48h
TBL2,Up,48h
TBL3,Up,48h
TBPL1,Up,48h
TBRG1,Up,48h
TBRG4,Up,48h
TBX2,Up,48h
TBX21,Up,48h
TBXA2R,Up,48h
TBXAS1,Up,48h
TCAIM,Up,48h
TCEA1,Up,48h
TCEA2,Up,48h
TCEAL1,Up,48h
TCEAL3,Up,48h
TCEAL4,Up,48h
TCEAL8,Up,48h
TCEANC2,Up,48h
TCEB1,Up,48h
TCEB2,Up,48h
TCEB3,Up,48h
TCF12,Up,48h
TCF19,Up,48h
TCF20,Up,48h
TCF25,Up,48h
TCF3,Up,48h
TCF4,Up,48h
TCIRG1,Up,48h
TCOF1,Up,48h
TCP1,Up,48h
TCP11L1,Up,48h
TCP11L2,Up,48h
TCTEX1D1,Up,48h
TCTN1,Up,48h
TCTN2,Up,48h
TCTN3,Up,48h
TDG,Up,48h
TDO2,Up,48h
TDP1,Up,48h
TDRD3,Up,48h
TDRD7,Up,48h
TECR,Up,48h
TEF,Up,48h
TEKT4P2,Up,48h
TELO2,Up,48h
TEN1,Up,48h
TENM3,Up,48h
TERC,Up,48h
TERF2,Up,48h
TERF2IP,Up,48h
TES,Up,48h
TESK1,Up,48h
TESK2,Up,48h
TEX10,Up,48h
TEX2,Up,48h
TEX261,Up,48h
TEX264,Up,48h
TEX30,Up,48h
TEX9,Up,48h
TFAM,Up,48h
TFAP2C,Up,48h
TFAP4,Up,48h
TFB2M,Up,48h
TFCP2,Up,48h
TFDP1,Up,48h
TFE3,Up,48h
TFEB,Up,48h
TFG,Up,48h
TFIP11,Up,48h
TFPI2,Up,48h
TFPT,Up,48h
TFRC,Up,48h
TGFB1,Up,48h
TGFB1I1,Up,48h
TGFB3,Up,48h
TGFBI,Up,48h
TGFBR1,Up,48h
TGFBR2,Up,48h
TGFBRAP1,Up,48h
TGIF1,Up,48h
TGIF2-C20orf24,Up,48h
TGM2,Up,48h
TGOLN2,Up,48h
TGS1,Up,48h
THADA,Up,48h
THAP11,Up,48h
THAP3,Up,48h
THAP4,Up,48h
THAP5,Up,48h
THAP7,Up,48h
THBD,Up,48h
THBS1,Up,48h
THBS2,Up,48h
THEM4,Up,48h
THEMIS2,Up,48h
THG1L,Up,48h
THOC3,Up,48h
THOC5,Up,48h
THOC6,Up,48h
THOC7,Up,48h
THOP1,Up,48h
THRA,Up,48h
THRAP3,Up,48h
THRIL,Up,48h
THUMPD1,Up,48h
THUMPD2,Up,48h
THUMPD3,Up,48h
THYN1,Up,48h
TIA1,Up,48h
TIAM1,Up,48h
TICAM1,Up,48h
TIE1,Up,48h
TIFA,Up,48h
TIGD5,Up,48h
TIGD7,Up,48h
TIMM10,Up,48h
TIMM10B,Up,48h
TIMM13,Up,48h
TIMM17A,Up,48h
TIMM17B,Up,48h
TIMM22,Up,48h
TIMM23,Up,48h
TIMM44,Up,48h
TIMM50,Up,48h
TIMM8B,Up,48h
TIMM9,Up,48h
TIMMDC1,Up,48h
TIMP1,Up,48h
TIMP2,Up,48h
TIMP3,Up,48h
TINF2,Up,48h
TIPARP,Up,48h
TIPARP-AS1,Up,48h
TIPIN,Up,48h
TIPRL,Up,48h
TJAP1,Up,48h
TK1,Up,48h
TKT,Up,48h
TKTL1,Up,48h
TLDC1,Up,48h
TLE1,Up,48h
TLE4,Up,48h
TLK1,Up,48h
TLK2,Up,48h
TLN1,Up,48h
TLR1,Up,48h
TLR2,Up,48h
TLR4,Up,48h
TM2D1,Up,48h
TM2D2,Up,48h
TM2D3,Up,48h
TM4SF19,Up,48h
TM4SF19-TCTEX1D2,Up,48h
TM7SF2,Up,48h
TM7SF3,Up,48h
TM9SF1,Up,48h
TM9SF2,Up,48h
TM9SF4,Up,48h
TMA16,Up,48h
TMA7,Up,48h
TMBIM1,Up,48h
TMBIM4,Up,48h
TMBIM6,Up,48h
TMC5,Up,48h
TMC6,Up,48h
TMCC1,Up,48h
TMCO1,Up,48h
TMCO3,Up,48h
TMCO4,Up,48h
TMED1,Up,48h
TMED10,Up,48h
TMED2,Up,48h
TMED3,Up,48h
TMED4,Up,48h
TMED5,Up,48h
TMED7,Up,48h
TMED8,Up,48h
TMED9,Up,48h
TMEFF1,Up,48h
TMEM101,Up,48h
TMEM102,Up,48h
TMEM104,Up,48h
TMEM106B,Up,48h
TMEM106C,Up,48h
TMEM107,Up,48h
TMEM109,Up,48h
TMEM11,Up,48h
TMEM110,Up,48h
TMEM110-MUSTN1,Up,48h
TMEM115,Up,48h
TMEM116,Up,48h
TMEM120A,Up,48h
TMEM123,Up,48h
TMEM126A,Up,48h
TMEM127,Up,48h
TMEM128,Up,48h
TMEM129,Up,48h
TMEM132A,Up,48h
TMEM134,Up,48h
TMEM138,Up,48h
TMEM140,Up,48h
TMEM141,Up,48h
TMEM147,Up,48h
TMEM14A,Up,48h
TMEM14B,Up,48h
TMEM14C,Up,48h
TMEM150A,Up,48h
TMEM154,Up,48h
TMEM158,Up,48h
TMEM159,Up,48h
TMEM160,Up,48h
TMEM161A,Up,48h
TMEM161B,Up,48h
TMEM164,Up,48h
TMEM165,Up,48h
TMEM167A,Up,48h
TMEM167B,Up,48h
TMEM169,Up,48h
TMEM170A,Up,48h
TMEM173,Up,48h
TMEM175,Up,48h
TMEM179B,Up,48h
TMEM18,Up,48h
TMEM180,Up,48h
TMEM183A,Up,48h
TMEM183B,Up,48h
TMEM184B,Up,48h
TMEM184C,Up,48h
TMEM185B,Up,48h
TMEM186,Up,48h
TMEM187,Up,48h
TMEM189,Up,48h
